id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1672215143288595500,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near West Side,41.876791,-87.64762,Entire rental unit,Entire home/apt,4,1 bath,2,32,1125,32,366,1125,1125,352.7,1125,TRUE,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
1995816431041658400,2021-04-09,NA,within a few hours,93%,99%,FALSE,River North,73,100,"['email', 'phone', 'work_email']",TRUE,FALSE,Loop,41.88351,-87.6298,Entire serviced apartment,Entire home/apt,7,3 baths,4,32,365,32,32,1125,1125,32,1125,TRUE,0,0,0,0,2,1,0,2022-08-14,2022-12-26,5,5,5,5,5,5,5,TRUE,40,40,0,0,0.12
85133419,2012-07-11,"Chicago, IL",within an hour,100%,95%,FALSE,West Ridge,15,22,"['email', 'phone', 'work_email']",TRUE,TRUE,West Ridge,42.0168,-87.68771,Shared room in rental unit,Shared room,1,2 shared baths,1,1,90,2,2,90,90,2,90,TRUE,0,0,0,0,156,12,0,2014-08-21,2023-09-16,4.78,4.86,4.67,4.91,4.88,4.66,4.82,FALSE,15,0,4,11,1.37
1743446859619341300,2016-08-07,"San Francisco, CA",within an hour,99%,99%,FALSE,Downtown Austin,207,230,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89597,-87.63368,Entire rental unit,Entire home/apt,5,2 baths,4,1,280,2,999,280,999,82.8,336.2,TRUE,14,44,73,274,86,36,4,2021-07-24,2023-12-14,4.73,4.83,4.83,4.7,4.71,4.86,4.58,TRUE,17,17,0,0,2.94
1687574279969952300,2018-06-23,NA,within an hour,100%,100%,FALSE,Greater Grand Crossing,2,2,"['email', 'phone']",TRUE,TRUE,North Lawndale,41.86629,-87.7168,Entire rental unit,Entire home/apt,8,2 baths,3,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,180,18,1,0,2019-01-01,2023-10-08,4.39,4.39,4.44,4.39,4.78,3.83,4.11,FALSE,2,2,0,0,0.3
14769175,2015-04-01,"Chicago, IL",within an hour,100%,99%,TRUE,Avondale,2,2,"['email', 'phone']",TRUE,TRUE,Avondale,41.93585,-87.70986,Entire rental unit,Entire home/apt,6,1 bath,2,2,1125,2,2,1125,1125,2,1125,TRUE,26,56,86,347,118,30,1,2018-10-08,2023-11-25,4.97,4.98,4.98,4.94,4.94,4.88,4.81,FALSE,2,2,0,0,1.87
27270637,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8945286,-87.63340520000003,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,365,1125,1125,349.7,1125,TRUE,0,0,0,260,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
1823097959781123800,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.8811213,-87.63199550000002,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,354.2,1125,TRUE,0,3,33,308,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
2001208399301191400,2023-02-20,NA,within an hour,100%,99%,FALSE,East Colorado Springs,3147,3995,"['email', 'phone']",TRUE,TRUE,Loop,41.88341,-87.63289,Room in hotel,Private room,2,1 bath,1,1,1125,1,5,1,1125,1,511.3,TRUE,30,60,90,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,1,34,0,NA
100528769,2016-06-13,"Chicago, IL",a few days or more,7%,71%,FALSE,Greater Grand Crossing,25,31,"['email', 'phone']",TRUE,TRUE,Near North Side,41.90648,-87.62741,Entire condo,Entire home/apt,16,1 bath,1,32,365,32,32,365,365,32,365,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,21,19,2,0,NA
1453614451095288e3,2015-02-10,"Chicago, IL",NA,NA,NA,FALSE,NA,2,2,"['email', 'phone', 'work_email']",TRUE,TRUE,Uptown,41.95953,-87.65615,Entire rental unit,Entire home/apt,4,1 bath,3,30,1124,30,30,1125,1125,30,1125,TRUE,0,0,21,201,42,1,0,2017-05-06,2023-07-25,4.98,4.9,4.95,4.93,4.95,4.81,4.76,FALSE,1,1,0,0,0.52
2057778916069458200,2015-03-09,"Chicago, IL",within an hour,100%,96%,FALSE,Bridgeport,2,3,"['email', 'phone']",TRUE,TRUE,Bridgeport,41.83847,-87.6507,Entire home,Entire home/apt,12,2 baths,9,1,365,2,4,1125,1125,2.1,1125,TRUE,28,55,78,217,14,14,0,2023-06-06,2023-10-16,4.64,4.57,4.79,4.64,4.79,4.43,4.5,FALSE,1,1,0,0,2.14
90307545,2016-12-10,"Chicago, IL",within an hour,100%,100%,TRUE,West Ridge,1,2,"['email', 'phone']",TRUE,TRUE,West Ridge,42.00036,-87.68588,Entire condo,Entire home/apt,6,2 baths,5,32,1125,32,32,1125,1125,32,1125,TRUE,0,0,15,105,11,3,0,2020-08-26,2023-09-08,4.73,5,4.64,5,4.73,4.82,4.91,FALSE,1,1,0,0,0.27
6583985,2019-06-05,NA,within an hour,100%,100%,TRUE,Rogers Park,1,1,"['email', 'phone']",TRUE,TRUE,Rogers Park,42.00358,-87.65816,Entire rental unit,Entire home/apt,4,1 bath,1,2,1125,2,2,1125,1125,2,1125,TRUE,20,20,41,275,99,22,2,2020-06-30,2023-11-26,4.9,4.93,4.92,4.91,4.78,4.97,4.82,TRUE,1,1,0,0,2.34
1966687990667366100,2015-03-06,"Chicago, IL",within an hour,100%,100%,TRUE,Logan Square,1,1,"['email', 'phone']",TRUE,TRUE,Logan Square,41.9282,-87.69431,Entire guesthouse,Entire home/apt,3,1 bath,2,2,90,2,2,90,90,2,90,TRUE,0,19,45,310,6,6,1,2023-05-31,2023-11-20,4.83,4.83,4.67,4.83,5,5,5,FALSE,1,1,0,0,0.89
120588894330868e4,2020-09-13,"Chicago, IL",within a few hours,75%,0%,FALSE,Lower West Side,29,30,"['email', 'phone']",TRUE,TRUE,East Garfield Park,41.88482,-87.69603,Private room in home,Private room,2,1 shared bath,1,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,29,1,28,0,NA
1446150593375319e3,2023-10-30,NA,within an hour,100%,80%,FALSE,Rogers Park,3,4,"['email', 'phone']",FALSE,FALSE,Rogers Park,42.0030841179476,-87.67223326226323,Entire rental unit,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,15,15,15,111,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA
1957833745193857e3,2017-04-30,"Niles, IL",within an hour,100%,98%,TRUE,Pulaski Park,22,36,"['email', 'phone', 'work_email']",TRUE,TRUE,Norwood Park,41.99649,-87.79205,Private room in rental unit,Private room,1,1 shared bath,1,2,180,2,2,1125,1125,2,1125,TRUE,25,55,84,84,39,22,1,2020-06-14,2023-11-25,4.9,4.85,4.79,4.92,4.92,4.9,4.82,FALSE,16,0,16,0,0.91
16971161,2022-07-11,NA,NA,NA,100%,FALSE,Clearing,1,2,"['email', 'phone']",TRUE,TRUE,Clearing,41.7753629,-87.7500599,Shared room in home,Shared room,4,1 shared bath,2,32,100,32,32,100,100,32,100,TRUE,30,60,90,365,7,2,1,2022-08-21,2023-11-18,4.57,4.71,4.14,5,4.86,4.86,4.57,FALSE,1,0,0,1,0.43
1098451818101324e3,2022-07-05,"Chicago, IL",within an hour,100%,98%,TRUE,Wrigleyville,1,1,"['email', 'phone']",TRUE,TRUE,Lake View,41.94898,-87.65887,Entire condo,Entire home/apt,14,2 baths,8,3,365,2,3,1125,1125,2.6,1125,TRUE,0,0,0,0,42,34,2,2022-08-28,2023-11-26,4.95,4.98,4.91,4.98,5,5,4.93,TRUE,1,1,0,0,2.64
1932004585454462700,2016-01-09,"Chicago, IL",within an hour,100%,99%,TRUE,Lincoln Park,45,47,"['email', 'phone', 'work_email']",TRUE,TRUE,Lincoln Park,41.93051,-87.64477,Entire serviced apartment,Entire home/apt,6,2 baths,3,3,365,2,4,1125,1125,3.1,1125,TRUE,20,50,80,295,19,2,0,2021-07-05,2023-08-16,4.79,4.74,4.79,4.74,4.79,4.79,4.47,TRUE,22,22,0,0,0.64
56265399,2011-06-11,"Chicago, IL",within a few hours,100%,87%,FALSE,Englewood,22,45,"['email', 'phone']",TRUE,TRUE,South Shore,41.75908,-87.5785,Shared room in rental unit,Shared room,1,1 shared bath,1,28,365,28,28,365,365,28,365,TRUE,29,59,89,364,1,1,0,2023-09-14,2023-09-14,1,1,1,1,1,1,1,FALSE,22,0,2,20,0.31
30711269,2018-03-07,"Chicago, IL",within an hour,100%,91%,FALSE,River North,59,66,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89039,-87.63844,Entire serviced apartment,Entire home/apt,4,2 baths,2,2,28,2,3,731,731,2,731,TRUE,30,60,90,184,53,41,5,2021-08-08,2023-12-11,4.72,4.7,4.81,4.79,4.72,4.89,4.38,TRUE,58,58,0,0,1.84
1422043241303448e3,2022-02-15,"Chicago, IL",within an hour,100%,97%,FALSE,Sheffield & DePaul,1,2,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.92265,-87.65416,Entire rental unit,Entire home/apt,14,2.5 baths,5,2,31,2,2,1125,1125,2,1125,TRUE,24,48,78,250,44,44,3,2022-12-27,2023-12-03,4.68,4.68,4.57,4.82,4.86,4.95,4.68,FALSE,1,1,0,0,3.7
1930421521161652500,2014-07-09,"Chicago, IL",within an hour,88%,100%,TRUE,Chinatown,7,11,"['email', 'phone']",TRUE,TRUE,Armour Square,41.85322,-87.63686,Entire condo,Entire home/apt,12,2.5 baths,6,32,365,32,32,1125,1125,32,1125,TRUE,2,32,62,62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,7,0,0,NA
104528245,2020-12-16,NA,within a day,88%,80%,FALSE,Near West Side,44,44,"['email', 'phone']",TRUE,TRUE,Near West Side,41.86769,-87.66318,Private room in rental unit,Private room,2,1 bath,1,32,730,32,32,730,730,32,730,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,44,2,42,0,NA
39438977,2019-02-13,"Skokie, IL",within an hour,100%,100%,FALSE,Near South Side,42,45,"['email', 'phone']",TRUE,TRUE,Near South Side,41.85592,-87.6257,Entire rental unit,Entire home/apt,6,2 baths,3,2,365,2,3,1125,1125,2,1125,TRUE,30,60,90,362,23,20,1,2022-09-07,2023-12-12,4.96,4.91,4.91,4.74,5,4.96,4.83,TRUE,42,42,0,0,1.47
1473851118900815600,2020-02-15,"Chicago, IL",within an hour,100%,98%,TRUE,Bronzeville,3,6,"['email', 'phone']",TRUE,TRUE,Grand Boulevard,41.820292997952905,-87.6105976706665,Entire rental unit,Entire home/apt,4,1 bath,3,1,30,2,2,1125,1125,2,1125,TRUE,0,0,0,0,10,10,1,2023-05-29,2023-11-19,4.82,4.82,5,5,5,4.82,4.36,FALSE,3,3,0,0,1.47
82084393,2022-06-21,"Chicago, IL",within an hour,100%,98%,TRUE,Logan Square,10,13,"['email', 'phone']",TRUE,TRUE,Grand Boulevard,41.80458,-87.61473,Entire home,Entire home/apt,9,3.5 baths,6,2,365,2,4,365,365,2,365,TRUE,19,49,78,247,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,7,0,0,NA
1784601330026180600,2020-11-02,"Chicago, IL",within an hour,100%,100%,FALSE,Rogers Park,1,1,"['email', 'phone']",TRUE,TRUE,Rogers Park,42.00927038151074,-87.66276815137677,Entire rental unit,Entire home/apt,2,1 bath,1,1,14,2,2,14,14,2,14,TRUE,0,0,0,0,4,4,0,2023-09-03,2023-10-09,5,5,5,5,5,5,4.6,TRUE,1,1,0,0,1.12
61633335,2020-05-27,"Chicago, IL",within an hour,100%,100%,FALSE,Near South Side,1,10,"['email', 'phone']",TRUE,TRUE,Near South Side,41.86434,-87.62489,Private room in minsu,Private room,1,1 shared bath,1,1,365,2,2,2,1125,2,29.6,TRUE,29,59,89,179,43,40,0,2022-11-25,2023-11-14,4.7,4.86,4.33,4.84,4.84,4.88,4.72,TRUE,1,0,1,0,3.32
89115607,2014-02-15,"Chicago, IL",within a day,50%,86%,FALSE,Logan Square,2,3,['phone'],TRUE,FALSE,Logan Square,41.91770594394291,-87.70277843413332,Entire rental unit,Entire home/apt,4,1 bath,2,2,365,2,2,365,365,2,365,TRUE,0,0,0,8,4,4,0,2023-05-28,2023-08-06,4.75,4.75,4.5,5,4.75,4.75,4.75,FALSE,2,2,0,0,0.59
106540079,2016-04-07,"Chicago, IL",within a few hours,100%,100%,TRUE,North Lawndale,2,2,"['email', 'phone']",TRUE,TRUE,North Lawndale,41.8527,-87.72157,Private room in home,Private room,2,1 shared bath,1,7,1125,7,7,1125,1125,7,1125,TRUE,0,0,0,0,9,6,0,2021-09-14,2023-10-06,5,4.9,4.9,4.7,4.7,4.5,5,FALSE,2,0,2,0,0.33
1556456266099940400,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.87710939999999,-87.6338518,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,365,1125,1125,349.7,1125,TRUE,0,0,0,232,1,0,0,2022-11-19,2022-11-19,5,5,4,5,5,5,5,FALSE,643,643,0,0,0.08
92214261,2019-12-13,"Chicago, IL",NA,NA,NA,FALSE,West Town,10,13,"['email', 'phone']",TRUE,TRUE,West Town,41.90995,-87.67895,Room in boutique hotel,Private room,4,1 bath,1,1,28,1,1,28,28,1,28,TRUE,30,60,90,365,1,0,0,2021-10-11,2021-10-11,4,5,5,4,5,5,4,TRUE,10,0,10,0,0.04
2013050754317765400,2020-03-17,"Chicago, IL",within an hour,100%,97%,TRUE,Logan Square,8,10,"['email', 'phone']",TRUE,TRUE,Logan Square,41.92223,-87.71727,Entire rental unit,Entire home/apt,2,1 bath,1,2,1125,2,89,3,1125,4.9,1101.9,TRUE,21,51,81,81,129,42,2,2020-05-07,2023-12-05,4.89,4.91,4.91,4.95,5,4.83,4.79,FALSE,8,8,0,0,2.93
1201244369448341800,2014-11-20,"Chicago, IL",within a few hours,100%,100%,FALSE,Bucktown,2,2,"['email', 'phone']",TRUE,TRUE,Logan Square,41.92516666558851,-87.67687216136443,Private room in bed and breakfast,Private room,4,1 private bath,1,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA
48575931,2023-05-26,"Los Angeles, CA",within an hour,100%,100%,TRUE,Bronzeville,1,1,"['email', 'phone']",TRUE,TRUE,Grand Boulevard,41.80359,-87.6119,Entire home,Entire home/apt,8,3.5 baths,5,2,35,2,2,35,35,2,35,TRUE,25,55,85,173,10,10,1,2023-06-05,2023-11-24,5,5,5,4.9,5,4.6,4.6,FALSE,1,1,0,0,1.52
11497029,2015-01-02,"Chicago, IL",within a day,50%,100%,FALSE,Lincoln Park,1,1,"['email', 'phone', 'work_email']",TRUE,TRUE,Lincoln Park,41.93108,-87.64648,Entire guest suite,Entire home/apt,2,1 bath,1,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,25,250,0,0,2016-12-11,2022-10-09,4.98,4.97,5,5,5,4.97,4.9,TRUE,1,1,0,0,2.93
1926301359896e6,2015-09-03,"Chicago, IL",within an hour,100%,100%,TRUE,Sheffield & DePaul,2,4,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.92768,-87.65207,Entire guest suite,Entire home/apt,2,1 bath,1,3,365,2,3,1125,1125,3,1125,TRUE,2,2,2,2,29,18,2,2022-02-15,2023-12-15,4.97,4.93,4.93,4.97,5,5,4.93,FALSE,2,2,0,0,1.29
1138953759725354400,2016-10-05,"Chicago, IL",within an hour,100%,97%,TRUE,River North,41,47,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89924,-87.62214,Entire serviced apartment,Entire home/apt,4,1 bath,2,2,1125,2,3,1125,1125,2.1,1125,TRUE,0,0,0,0,97,33,2,2021-05-31,2023-12-12,4.82,4.83,4.84,4.83,4.87,4.94,4.67,FALSE,26,26,0,0,3.12
1202003827556282400,2023-05-21,NA,within an hour,100%,100%,FALSE,Near North Side,19,20,"['email', 'phone']",TRUE,TRUE,Near North Side,41.90859093997889,-87.63317089920328,Entire rental unit,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,26,56,86,261,1,1,1,2023-11-24,2023-11-24,5,5,4,5,5,5,5,TRUE,9,9,0,0,1
1588865886867163600,2021-12-07,"Chicago, IL",within an hour,99%,99%,FALSE,Near South Side,42,65,"['email', 'phone']",TRUE,FALSE,Near North Side,41.89482,-87.62995,Entire rental unit,Entire home/apt,2,1 bath,1,2,1125,2,2,1,1125,2,109,TRUE,20,49,79,304,56,50,6,2022-08-18,2023-12-03,4.73,4.68,4.91,4.73,4.68,4.93,4.68,FALSE,41,36,5,0,3.44
73261405,2015-10-04,"Chicago, IL",within an hour,100%,100%,FALSE,Bucktown,1,1,"['email', 'phone']",TRUE,TRUE,Logan Square,41.9175925,-87.6750904,Entire loft,Entire home/apt,5,1.5 baths,2,2,1125,2,3,1125,1125,2.3,1125,TRUE,20,50,80,355,141,14,2,2016-07-24,2023-12-08,4.98,4.95,4.96,4.99,4.99,4.93,4.91,FALSE,1,1,0,0,1.56
1621965459385272300,2018-06-24,"Chicago, IL",NA,NA,NA,FALSE,Uptown,1,1,"['email', 'phone']",TRUE,TRUE,Uptown,41.95818,-87.65246,Entire rental unit,Entire home/apt,3,1 bath,2,32,1125,32,32,1125,1125,32,1125,TRUE,0,0,0,0,120,0,0,2018-07-07,2020-01-12,4.93,4.91,4.94,4.93,4.96,4.88,4.83,TRUE,1,1,0,0,1.81
1096042903752122100,2016-07-05,NA,within an hour,100%,100%,TRUE,Lincoln Park,2,2,"['email', 'phone', 'work_email']",TRUE,TRUE,Lincoln Park,41.92313,-87.64086,Private room in rental unit,Private room,2,1 shared bath,1,1,28,2,2,1125,1125,2,1125,TRUE,8,38,68,158,173,29,2,2016-07-16,2023-12-02,4.66,4.84,4.57,4.89,4.88,4.95,4.7,TRUE,2,0,2,0,1.91
107024213,2017-01-12,NA,within an hour,99%,100%,TRUE,Lincoln Park,24,26,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.9256706237793,-87.66986083984375,Entire rental unit,Entire home/apt,4,1 bath,2,2,30,2,2,1125,1125,2,1125,TRUE,0,0,0,0,124,51,1,2021-10-30,2023-11-27,4.81,4.91,4.79,4.9,4.94,4.8,4.66,TRUE,22,22,0,0,4.77
51788827,2021-05-20,"Chicago, IL",within an hour,100%,99%,TRUE,Near South Side,4,4,"['email', 'phone']",TRUE,TRUE,Near South Side,41.86126557699777,-87.62479911375621,Entire condo,Entire home/apt,4,2 baths,3,2,365,2,3,365,365,2.1,365,TRUE,0,0,0,0,44,44,5,2023-04-15,2023-12-15,4.87,4.89,4.85,4.85,4.98,4.91,4.83,TRUE,4,3,1,0,5.32
1224665440081112600,2021-12-07,NA,within an hour,86%,94%,FALSE,Austin,1,1,['phone'],TRUE,TRUE,Austin,41.87503,-87.74686,Entire condo,Entire home/apt,6,1 bath,3,1,365,2,2,1125,1125,2,1125,TRUE,0,0,0,0,21,9,1,2022-04-10,2023-11-26,4.64,4.77,4.95,4.82,4.82,3.5,4.5,FALSE,1,1,0,0,1.02
19817743,2013-12-18,"Connecticut, United States",NA,NA,100%,FALSE,Gold Coast,1,4,"['email', 'phone']",TRUE,TRUE,Near North Side,41.90487,-87.62747,Entire rental unit,Entire home/apt,7,1 bath,3,32,1125,32,32,1125,1125,32,1125,TRUE,28,58,88,178,96,0,0,2014-12-07,2022-06-06,4.6,4.73,4.24,4.77,4.81,4.88,4.59,FALSE,1,1,0,0,0.87
61640839,2018-11-25,"Chicago, IL",NA,NA,NA,FALSE,Kenwood,1,2,['email'],TRUE,TRUE,Kenwood,41.81015,-87.60275,Entire rental unit,Entire home/apt,4,1 bath,1,32,90,32,32,1125,1125,32,1125,TRUE,30,60,90,365,25,0,0,2021-09-06,2022-06-05,4.96,4.84,4.92,4.92,5,4.88,4.88,FALSE,1,1,0,0,0.9
10639889,2012-04-10,"Chicago, IL",within an hour,100%,97%,TRUE,Uptown,1,3,"['email', 'phone', 'work_email']",TRUE,TRUE,Uptown,41.97041274184106,-87.65758763998747,Private room in condo,Private room,2,1 private bath,1,27,100,27,27,1125,1125,27,1125,TRUE,0,1,1,1,27,25,1,2022-12-04,2023-11-22,5,5,4.96,5,5,4.93,5,FALSE,1,0,1,0,2.13
13710827,2016-01-26,"Chicago, IL",within a few hours,100%,80%,FALSE,West Loop,1,2,"['email', 'phone', 'work_email']",TRUE,FALSE,Near West Side,41.88802,-87.64552,Entire condo,Entire home/apt,4,2 baths,3,32,365,32,32,365,365,32,365,TRUE,0,15,45,223,4,0,0,2021-11-27,2022-09-01,4.75,4.75,4,4.75,5,5,4.75,FALSE,1,1,0,0,0.16
3620113,2021-12-12,"Chicago, IL",within an hour,100%,87%,TRUE,Lincoln Square,8,9,"['email', 'phone']",TRUE,TRUE,Rogers Park,42.00765,-87.66817,Entire rental unit,Entire home/apt,2,1 bath,1,1,30,2,2,1125,1125,2,1125,TRUE,0,0,0,0,52,35,2,2022-05-01,2023-11-26,4.87,4.87,4.77,4.81,4.96,4.94,4.75,FALSE,8,8,0,0,2.61
55464681,2016-02-15,"Chicago, IL",within an hour,100%,97%,TRUE,NA,1,4,"['email', 'phone', 'work_email']",TRUE,FALSE,Lake View,41.94259,-87.6487,Entire rental unit,Entire home/apt,10,1 bath,4,2,40,2,2,40,40,2,40,TRUE,0,0,0,0,178,28,0,2018-08-23,2023-11-05,4.69,4.79,4.65,4.93,4.87,4.88,4.74,FALSE,1,1,0,0,2.75
1995587763693187800,2020-08-30,"Chicago, IL",within an hour,100%,94%,TRUE,Chicago Lawn,1,1,"['email', 'phone']",TRUE,TRUE,Chicago Lawn,41.77668,-87.69703,Entire guest suite,Entire home/apt,4,Half-bath,2,1,8,2,2,8,8,2,8,TRUE,29,59,89,364,48,7,0,2020-10-04,2023-11-01,4.52,4.54,4.46,4.75,4.81,4.23,4.33,FALSE,1,1,0,0,1.23
22873407,2018-11-14,"Chicago, IL",within an hour,100%,96%,TRUE,West Town,5,5,"['email', 'phone']",TRUE,TRUE,West Town,41.90064,-87.69738,Entire rental unit,Entire home/apt,10,3 baths,4,3,365,3,3,365,365,3,365,TRUE,0,0,0,0,18,17,0,2022-12-13,2023-11-06,5,5,5,4.89,5,4.89,4.84,FALSE,1,1,0,0,1.46
108226515,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Lake View,41.9404106,-87.64149839999999,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.4,1125,TRUE,0,26,56,331,2,1,1,2022-03-26,2023-11-30,5,5,4,3.5,4.5,5,4.5,FALSE,643,643,0,0,0.09
108718693,2014-12-23,NA,within an hour,100%,97%,FALSE,Clearwater Beach,1141,2346,"['email', 'phone']",TRUE,TRUE,Near North Side,41.89364,-87.62065,Room in hotel,Private room,4,1 bath,1,1,365,1,1,1,999,1,829.2,TRUE,22,47,69,222,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,58,0,58,0,NA
1384119291061467600,2016-11-09,"Chicago, IL",within an hour,100%,100%,FALSE,Woodlawn,1,1,"['email', 'phone']",TRUE,FALSE,Woodlawn,41.77897,-87.60938,Entire rental unit,Entire home/apt,2,1 bath,1,1,365,2,2,365,365,2,365,TRUE,30,60,90,270,6,6,1,2023-10-08,2023-11-19,5,5,5,5,5,4.83,5,TRUE,1,1,0,0,2.5
1778045991688038e3,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.9089458,-87.6504842,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,365,1125,1125,354.1,1125,TRUE,0,0,0,107,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
51784845,2023-02-20,NA,within an hour,100%,99%,FALSE,East Colorado Springs,3147,3995,"['email', 'phone']",TRUE,TRUE,Near North Side,41.890418692368016,-87.62589921906006,Room in hotel,Private room,4,1 bath,2,1,1125,1,4,1,1125,1,455.9,TRUE,30,57,87,349,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,1,34,0,NA
1700453203242536e3,2014-06-29,"Chicago, IL",NA,NA,100%,TRUE,Rogers Park,3,4,"['email', 'phone', 'work_email']",TRUE,TRUE,Rogers Park,41.99986,-87.66977,Private room in condo,Private room,2,1 private bath,1,30,500,30,30,1125,1125,30,1125,TRUE,15,45,75,165,2,0,0,2019-10-20,2022-08-31,5,5,5,5,5,4,5,FALSE,3,1,2,0,0.04
1705797003472154e3,2017-03-20,United States,within an hour,95%,99%,FALSE,Picadome,1670,2754,"['email', 'phone']",TRUE,TRUE,Grand Boulevard,41.81737,-87.60894,Entire rental unit,Entire home/apt,6,1 bath,3,32,1125,32,32,1125,1125,32,1125,TRUE,29,59,89,364,2,2,1,2023-08-28,2023-12-04,4.5,4,3,3,3.5,4.5,4.5,TRUE,51,51,0,0,0.53
1231745992444039200,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near West Side,41.8849796,-87.6611185,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,353.4,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,643,643,0,0,NA
54915959,2016-05-05,"Oakland, CA",within an hour,100%,100%,FALSE,Humboldt Park,1,2,"['email', 'phone', 'work_email']",TRUE,TRUE,West Town,41.9061,-87.68924,Entire condo,Entire home/apt,4,2 baths,2,2,31,2,3,1125,1125,2.3,1125,TRUE,14,14,31,31,189,24,1,2018-06-20,2023-11-20,4.76,4.85,4.44,4.74,4.83,4.83,4.69,FALSE,1,1,0,0,2.82
69781385,2018-01-29,"Chicago, IL",within an hour,100%,99%,FALSE,Uptown,22,22,"['email', 'phone']",TRUE,TRUE,Lake View,41.9551526,-87.6694809,Entire rental unit,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,0,0,7,282,2,0,0,2022-09-11,2022-09-23,5,5,5,5,5,5,5,FALSE,22,22,0,0,0.13
